timestamp,device_id,temp_c,vibration_g,pressure_psi,rpm,hours_running,failure_next_7d
2024-01-01 00:00:00,D01,63.658466252766644,0.41554920036315174,39.896064077536955,1526.3717364576455,522,0
2024-01-01 06:00:00,D01,66.79831812215704,0.4230112458923624,32.11110913305991,1466.6103543198328,525,0
2024-01-01 12:00:00,D01,61.719539358237654,0.36472221234615254,28.483280991462962,1381.018967196188,528,0
2024-01-01 18:00:00,D01,51.236703068453984,0.5876609918627899,31.87772411252967,1505.7775658561216,529,1
2024-01-02 00:00:00,D01,54.490064225776976,0.476532697892637,28.996806550405974,1473.4153125103362,533,0
2024-01-02 06:00:00,D01,73.79192634515005,0.32885312042308645,37.65114096948518,1506.655945736471,536,0
2024-01-02 12:00:00,D01,63.705495461680435,0.47789778738368216,25.67440443038679,1542.5996132178836,538,0
2024-01-02 18:00:00,D01,69.22999797278298,0.29962120197079944,21.108328765881456,1435.8051795882582,542,0
2024-01-03 00:00:00,D01,73.3846657999541,0.45609972417706685,31.421758588058797,1472.9448152205355,546,0
2024-01-03 06:00:00,D01,68.6348604023021,0.6031400076594774,34.30408150074319,1492.2961735815406,550,1
2024-01-03 12:00:00,D01,54.694476953184335,0.45240578432087203,34.9106139735652,1532.387422979668,553,0
2024-01-03 18:00:00,D01,70.76042587426971,0.5693290228979282,33.05793506163008,1517.8522323089537,557,1
2024-01-04 00:00:00,D01,69.31263431403563,0.5365174087703057,29.60412881077355,1478.7170511668091,560,0
2024-01-04 06:00:00,D01,78.12172342133125,0.5623125765123755,24.129223565279727,1519.8976471612445,563,1
2024-01-04 12:00:00,D01,55.621701234845176,0.43138252155525125,36.86481766877894,1527.7797731947971,565,0
2024-01-04 18:00:00,D01,58.202981193401214,0.35457326002367723,31.247330708701085,1439.7221164052512,568,0
2024-01-05 00:00:00,D01,66.87047068238171,0.40906216101148307,32.458803882677515,1388.6215542699554,570,0
2024-01-05 06:00:00,D01,68.97650448508347,0.336151318999316,24.90701768492221,1497.5168492482583,571,0
2024-01-05 12:00:00,D01,63.87838578288373,0.3962760166540975,34.50724165762403,1545.9093326466013,573,0
2024-01-05 18:00:00,D01,51.175757531410866,0.4160781444341682,36.81320644999851,1477.51537815815,577,0
2024-01-06 00:00:00,D01,58.979469061226474,0.406196681398293,30.039459234339212,1414.824252593394,581,0
2024-01-06 06:00:00,D01,52.50610026766991,0.3370556175212628,32.63506119685899,1425.5278138600036,583,0
2024-01-06 12:00:00,D01,62.044835484197066,0.4100492104110756,34.264681632667546,1479.6969545824468,585,0
2024-01-06 18:00:00,D01,69.01322800949634,0.29311120395939405,28.686308433108934,1480.6763596629191,587,0
2024-01-07 00:00:00,D01,46.812287847009586,0.43631150851314815,32.30115104970513,1611.1621056242643,589,0
2024-01-07 06:00:00,D01,65.19912664647511,0.41482488289364855,39.167577436449605,1541.2896854274652,590,0
2024-01-07 12:00:00,D01,69.39820964186644,0.4382248810636125,35.83648419353202,1430.510371125282,593,0
2024-01-07 18:00:00,D01,52.78123049366561,0.3721382261448286,31.31354498160365,1558.0660782346813,595,0
2024-01-08 00:00:00,D01,71.8685709380027,0.6580084586390677,27.04731837434656,1459.6851135198615,596,1
2024-01-08 06:00:00,D01,61.83543636448625,0.524713221216881,35.590641399123555,1440.426412467598,599,0
2024-01-08 12:00:00,D01,72.49086732629107,0.31667554239053913,34.68168016191033,1442.2654534369362,603,0
2024-01-08 18:00:00,D01,78.48940699139911,0.4455278118691923,37.846038234763114,1531.6658484544714,605,0
2024-01-09 00:00:00,D01,74.1351721736967,0.3158764644146743,33.13729967302065,1553.3571377141213,609,0
2024-01-09 06:00:00,D01,66.62824599733183,0.48912253259268706,31.265273035398135,1497.031148687011,610,0
2024-01-09 12:00:00,D01,78.99396814264487,0.3522482804531145,35.08820422755572,1548.8535398490055,613,0
2024-01-09 18:00:00,D01,74.53997786494901,0.617822281790616,34.83447035393544,1479.7749782919047,614,1
2024-01-10 00:00:00,D01,84.65774511144757,0.48634618814924857,26.043482513986756,1520.8276804316915,615,0
2024-01-10 06:00:00,D01,65.9514305534897,0.40063056543147946,29.68736569899124,1432.3751322835276,619,0
2024-01-10 12:00:00,D01,70.2448624405645,0.5330164545542708,27.661794550103128,1495.2930926214156,622,1
